AMP ID,Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Completion Date,Actual Start Date,Original Completion Date,Proposed Start Date,Country,District,Implementation Level,Region,Zone,Donor Agency,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Funding Status,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Secondary Sector Sub-Sub-Sector,Responsible Organization,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Proposed Project Amount,2005 Actual Commitments,2005 Actual Disbursements,2005 Planned Commitments,2005 Planned Disbursements,2006 Actual Commitments,2006 Actual Disbursements,2006 Planned Commitments,2006 Planned Disbursements,2007 Actual Commitments,2007 Actual Disbursements,2007 Planned Commitments,2007 Planned Disbursements,2008 Actual Commitments,2008 Actual Disbursements,2008 Planned Commitments,2008 Planned Disbursements,2009 Actual Commitments,2009 Actual Disbursements,2009 Planned Commitments,2009 Planned Disbursements,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned Disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned Disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned Disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned Disbursements,2014 Actual Commitments,2014 Actual Disbursements,2014 Planned Commitments,2014 Planned Disbursements,2015 Actual Commitments,2015 Actual Disbursements,2015 Planned Commitments,2015 Planned Disbursements,Actual Commitments,Actual Disbursements,Planned Commitments,Planned Disbursements
  872833507, , , ,ONGs santé,Planned,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", , ,Don,SECTEUR QUATERNAIRE,SANTE ET ACTION SOCIALE, , , , , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.2 Santé,2.2.1 Santé, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78733561.468,0,155385.118,0,0,0,43022.86,0,78733561.468,0,198407.978
  872833508, , , ,ONGs Déplacés/réfugiés,Planned,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Environnement & Ressources Halieutiques, , , , , ,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.3 Prévention et gestion des risques et catastrophes naturelles,3.3.1 Prévention et gestion des risques et catastrophes naturelles, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722758.68,0,0,0,651665.774,0,0,0,2374424.454
  872833509, , , ,Sécurité alimentaire/nutritionnelle ECHO,Ongoing,,02/01/2013,31/12/2017,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Environnement & Ressources Halieutiques, , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.3 Prévention et gestion des risques et catastrophes naturelles,3.3.1 Prévention et gestion des risques et catastrophes naturelles, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6346950,0,0,0,0,0,0,1282589.716,0,0,0,2721129.499,6346950,0,0,4003719.215
  872833511, , , ,"divers ONGs Droits humains, paix et cohésion sociale",Planned,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,SANTE ET ACTION SOCIALE,Activités de santé humaine et d'action sociale, , , , ,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295371.54,0,483652.77,0,0,0,807529.108,0,1295371.54,0,1291181.878
  872833512, , , ,"Mécanismes de règlement de conflits (DDR, déminage)",Closed,,,31/12/2014,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Développement Social, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163989.276,0,2115022.268,0,0,0,0,0,163989.276,0,2115022.268
  872833513, , , ,Réponse aux risques de contagion au Tchad de la crise en RCA et de propagation de la radicalisation et de l'extrémisme violent au Tchad,Ongoing,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Développement Social, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale",15742970.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15742970.4,0,0,13099492.76,0,0,0,0,15742970.4,0,0,13099492.76
  872833514, , , ,Appui à l'ON 11ème FED,Planned,,01/01/2015,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,6821953.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6821953.84,0,0,0,0,0,0,743013.517,6821953.84,0,0,743013.517
  87283324, , , ,Programme d'Education pour Tous(Programme Coop Tchad -UNICEF),Closed,31/12/2015,01/01/2011,31/12/2015,01/01/2011,Chad, ,National, , ,Ambassade des Etats-Unis d'Amérique,Etats-Unis d'Amérique,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Education nationale, , , , ,Education Nationale,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales", , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14349873.13,0,4879161.6,3050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050000,14349873.13,0,4879161.6
  87283325, , , ,Lutte contre le VIH/SIDA (Programme Coop Tchad -UNICEF),Closed,31/12/2012,01/01/2006,31/12/2012,01/01/2006,Chad, ,National, , ,Ambassade des Etats-Unis d'Amérique,Etats-Unis d'Amérique,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Développement Social, , , , ,"Action Sociale, Solidarité Nationale & Famille","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales", , , ,0,0,0,0,9529162.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534414.83,0,1862400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9529162.314,1534414.83,0,1862400
  87283330, , , ,Programme Santé-Nutrition (Programme Coop Tchad -UNICEF),Closed,31/12/2015,01/01/2012,31/12/2015,01/01/2012,Chad, ,National, , ,Ambassade des Etats-Unis d'Amérique,Etats-Unis d'Amérique,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Santé publique, , , , ,Santé Publique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales", , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13919722.89,0,7285905.6,0,0,0,0,36456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36456000,13919722.89,0,7285905.6
  872833317, , , ,Projet d'appui à la mise en œuvre du PND,Ongoing,,27/06/2013,31/12/2015,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,Assistance Technique, ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE,Activités d'administration publique, , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765000,523151.14,0,0,0,0,0,228185.765,765000,523151.14,0,228185.765
  872833309, , , ,Amelioration du climat des Affaires (PACADET),Ongoing,,03/12/2013,31/12/2018,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral," - Aides, Dons & Subventions
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Prêt",SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE,Activités d'administration publique, , , ,Primature,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,9011700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011700,0,0,0,0,0,0,2094109.873,9011700,0,0,2094109.873
  872833273, , , ,Projet de bitumage de la route Koumra - Sahr,Ongoing,,02/06/2009,31/12/2015,,Chad, ,Régionale," - MANDOUL (Koumra)
 - MOYEN-CHARI (Sarh)", ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR TERTIAIRE,TRANSPORT,Transport, , , ,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports,48363300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48363300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202757.498,0,1591362.955,0,0,0,2166320.558,48363300,202757.498,0,3757683.513
  872833244, , ,Amélioration de l'hydraulique pastorale,Projet d'appui aux infrastructures Rurales,Ongoing,,07/06/2011,31/12/2016,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Hydraulique Rurale et Agricole, , , , ,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.1 Eau productive,15912000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15912000,0,0,0,0,0,0,0,0,0,0,0,0,584408.27,0,875249.625,0,0,0,3610534.264,15912000,584408.27,0,4485783.889
  87283384, , , ,Programme d'Appui à la filière bovine (PAFIB),Ongoing,,25/02/2009,25/02/2015,01/11/2009,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Développement Pastoral et des Production Animale, , , , ,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.3 Productions animales,8041016.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8041014.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32739.882,0,77694.244,0,0,0,28835.116,8041014.892,32739.882,0,106529.36
  872833551, ,, ,Extension de filature et addition des activités de tissage et de traitement,Ongoing,,19/01/2012,,,Chad, ,National, , ,Inde,Inde,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE",1011 - Agriculture de rente et industrielle, , , ,"Economie, Commerce & Développement Touristique",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.5 Production ligneuse et non ligneuse,15900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900000,0,0,0
  87283379, ,, ,Projet Construction de la Route Mongo-Mangalmé Section Mongo Eref,Ongoing,,03/12/2011,31/12/2016,28/09/2010,Chad," - Eref
 - Mongo",District,GUERA (Mongo)," - GUERA (Mongo)
 - MANGALME (Mangalme)",Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,Prêt (Bailleur), ,Financement Acquis,Prêt,SECTEUR TERTIAIRE,TRANSPORT,Transport,200 - INFRASTRUCTURE ET SERVICES ÉCONOMIQUES,210 - TRANSPORTS ET ENTREPOSAGE,21020 - Transport routier,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54728296,0,0,0,0,0,0,0,0,43021075.863,0,0,0,0,0,12607242.61,54728296,43021075.863,0,12607242.61
  872833389, , , ,Programme d'Appui au système de santé du TCHAD (PASST),Ongoing,,15/05/2010,14/11/2016,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Santé publique, , , , ,Santé Publique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.2 Santé,2.2.1 Santé,12453395.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12453395.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596016.52,0,832186.774,0,0,0,914200.513,12453395.396,596016.52,0,1746387.287
  87283380, ,, ,Projet de Bitumage de la Route Arboutchatack-Bitkine (61km),Ongoing,31/12/2015,08/08/2009,31/12/2011,09/02/2009,Chad,Bitkine,District,GUERA (Mongo),ABTOUYOUR (Bitkine),Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,Prêt (Bailleur), ,Financement en Négociation,Prêt,SECTEUR TERTIAIRE,TRANSPORT,Transport,200 - INFRASTRUCTURE ET SERVICES ÉCONOMIQUES,210 - TRANSPORTS ET ENTREPOSAGE,21020 - Transport routier,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48803200.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50027903.862,0,0,0,0,0,664879.091,48803200.8,50027903.862,0,664879.091
  872833117, , , ,Projet de Microfinance au Tchad,Ongoing,31/12/2015,01/02/2009,31/12/2014,01/02/2009,Chad, ,Régionale," - BATHA ( Ati )
 - GUERA (Mongo)
 - OUADDAÏ (Abeche)
 - SALAMAT (Amtiman)
 - SILA (Goz-Beida)", ,Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral," - Aides, Dons & Subventions
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Prêt",SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,"151 - Gouvernement et société civile, général", , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.5 Protection sociale, promotion de l'équité et de l'égalité du genre","2.5.1 Protection sociale, promotion de l’équité et de l’égalité du genre", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155490,0,0,0,0,0,1279614.876,6700000,1155490,0,1279614.876
  87283341,Améliorer en terme quantitatif et qualitatif l'utilisation de l'aide de la communauté au Tchad., ,Appui institutionnel,Programme d'Appui à la Bonne Gouvernance Démocratique et Financière (PAG),Ongoing,,28/01/2012,26/01/2019,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,19678713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19678710,0,0,0,0,0,0,0,0,2542060.002,0,1305478.392,0,0,0,865198.474,19678710,2542060.002,0,2170676.866
  872833169, , , ,Projet d'Appui institutionnel à la DGREP,Closed,,,,,Chad, ,National, , ," - Banque Islamique de Développement
 - Plan et Coopération Internationale"," - Banque Islamique de Développement
 - Gouvernement"," - Gouvernement
 - Multilatéral", , ,Financement en Négociation,Financement intérieur public (Etat),SECTEUR PRIMAIRE,Appui Institutionnel & Assistance Technique, , , , ,Plan et Coopération Internationale, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  87283316, , , ,Facilité de Coopération Technique,Ongoing,,15/05/2013,14/05/2019,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,3456380.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456380.958,0,0,0,0,584337.97,0,448154.934,0,0,0,924796.356,3456380.958,584337.97,0,1372951.29
  87283370, ,CTD 1125 (Agence Française de Développement), ,Projet hydraulique pastorale Tchad central (phase II) et oriental,Ongoing,,30/07/2009,31/12/2015,30/07/2009,Chad, ,National, , ,Agence Française de Développement,France,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR SECONDAIRE,"PRODUCTION ET DISTRIBUTION ELECTRICITE, GAZ ET EAU", ,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,140 - EAU ET ASSAINISSEMENT,14020 - Approvisionnement en eau et assainissement – systèmes à grande échelle,Elevage et Hydraulique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.4 Eau potable, hygiène et assainissement",2.4.1 Hydraulique villageoise, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14432000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894179.508,0,0,0,0,0,4719652.633,14432000,2894179.508,0,4719652.633
  87283334, , , ,Projet d'Appui au Secteur du Déminage au Tchad (PADEMIN),Ongoing,,07/08/2014,07/08/2020,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale",7429868.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7429868.551,0,0,1708392.18,0,0,0,1878276.252,7429868.551,0,0,3586668.432
  872833271, , , ,Programme AEPA 8 Centres secondaires,Ongoing,,17/07/2012,31/10/2017,,Chad, ,Régionale,CHARI-BAGUIRMI (Massenya), ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral," - Aides, Dons & Subventions
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Prêt",SECTEUR QUATERNAIRE,SANTE ET ACTION SOCIALE,Activités de santé humaine et d'action sociale, , , ,Elevage et Hydraulique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.4 Eau potable, hygiène et assainissement",2.4.3 Hygiène et assainissement,31051343.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31051343.88,3816796.17,0,4614952.571,0,0,0,6787804.417,31051343.88,3816796.17,0,11402756.988
  87283332, ,, ,Jeunesse et sports,Ongoing,,06/01/2014,,06/01/2014,Chad, ,National, , ,Ministère des Affaires Étrangères et du Développement International,France,Bilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,160 - INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,16061 - Culture et loisirs,"Culture, Jeunesse et Sports","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.8 Loisirs, jeunesse et sport","2.8.1 Loisirs, jeunesse et sport", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200061.66,203899.955,0,0,0,0,0,188786.105,200061.66,203899.955,0,188786.105
  872833307, , , ,Renforcement des capacités dans le domaine des industries extractives et du pétrole,Ongoing,,14/01/2013,31/10/2014,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,Assistance Technique, ,Financement Acquis,Don,SECTEUR SECONDAIRE,Pétrole et Energie, ,200 - INFRASTRUCTURE ET SERVICES ÉCONOMIQUES,230 - PRODUCTION ET DISTRIBUTION D’ENERGIE,23010 - Politique de l’énergie et gestion administrative,"Pétrole, Energie et Mines",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.2 Energie,2065500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065500,0,0,373971.334,0,0,0,1010949.594,2065500,0,0,1384920.928
  872833249, , , ,Programme de Conservation de la Biodiversité en Afrique,Ongoing,,,,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Environnement & Ressources Halieutiques, , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.4 Lutte contre la désertification et conservation de la biodiversité,3.4.1 Lutte contre la désertification et conservation de la biodiversité,382500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382500,0,0,0,0,0,0,0,382500,0
  872833274, , , ,Projte de bitumage de la route Kyabe-Singako,Ongoing,,,,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR TERTIAIRE,Infrastructures & Transports, , , , ,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports,19654380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19654380,0,0,0,0,0,0,4332641.117,19654380,0,0,4332641.117
  8728339, ,CTD 1146 (Agence Française de Développement), ,Projet santé urbaine à Ndjaména (PSUN),Ongoing,,15/09/2013,30/09/2017,31/03/2013,Chad, ,National, , ,Agence Française de Développement,France,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,SANTE ET ACTION SOCIALE,Activités de santé humaine et d'action sociale,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,120 - SANTE, , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.2 Santé,2.2.1 Santé, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10496000,0,0,0,0,1037916.442,0,0,0,0,0,1887861.053,10496000,1037916.442,0,1887861.053
